customer_age,customer_region,customer_tenure_months,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,freight_value,delivery_attempts,customer_service_contacts,resolution_time_days,repeat_purchase_30d,complaints_count,csat_internal_score,nps_real,nps_previsto_regressao,nps_q10,nps_q50,nps_q90
37,Centro-Oeste,64,927.01,4,2.17,7,7,5,20.32,1,2,9,0,4,0.0,0.0,1.3721437736870814,2.363964500995285e-05,1.5077295202374912,4.263766027327109
53,Centro-Oeste,80,247.42,1,20.26,9,12,3,38.31,2,4,0,0,8,2.5,0.1,2.1029302584018756,0.20564678422611454,2.3134071849773945,4.822937734439202
42,Norte,66,422.44,3,65.15,2,5,1,39.45,2,2,9,0,4,1.7,6.2,4.443905923069591,2.570691517926141,4.456459041674261,6.525369528195526
59,Norte,92,797.77,1,27.19,6,9,4,44.07,1,0,1,0,3,5.2,3.9,3.962343516084672,1.9322549826831577,5.094808400276012,6.075142994865834
32,Sul,43,308.77,2,6.1,7,14,3,42.5,2,0,5,0,4,4.3,4.8,4.148473669186438,1.566059037516393,4.180352513331512,5.958731501865943
53,Sul,117,574.41,5,60.26,3,8,1,32.03,1,2,2,1,3,4.9,9.3,8.368680593685294,8.080828748043865,9.032686476366445,9.368261518770929
55,Centro-Oeste,27,324.24,5,4.0,1,12,1,38.73,2,3,8,0,6,1.0,3.8,3.688239281762523,1.938923157509654,3.974253434155702,5.788877476668022
29,Sudeste,27,238.96,5,7.33,7,3,2,40.61,3,3,2,0,6,3.6,4.7,3.7561362114120804,1.5316326355925793,4.030361763662993,5.832244959312194
35,Sudeste,99,372.07,3,102.71,3,8,3,48.48,1,5,8,0,7,0.0,2.8,0.7666057520953298,0.0,0.8197926509358007,3.4883082231159594
38,Sudeste,100,370.99,1,23.05,11,4,3,33.71,1,0,2,0,4,5.3,4.0,4.287795933455877,1.9237852816541055,4.707107986053473,6.252644543913908
68,Nordeste,81,319.77,2,130.87,2,12,4,20.62,2,3,11,0,5,0.0,2.1,1.068619220902272,0.0,0.8699415439589162,3.99472780412918
42,Nordeste,32,398.1,2,38.72,1,8,1,65.16,2,0,5,0,2,5.5,7.2,6.025440430758733,3.621911943335032,6.2070043528569325,6.962117078769891
37,Centro-Oeste,81,65.83,4,19.8,6,7,6,43.82,1,1,5,0,4,0.0,0.0,0.9699441918352965,2.363964500995285e-05,0.7561431450409083,3.4559571159431512
20,Nordeste,1,802.7,2,27.14,8,10,3,42.35,2,1,5,0,4,3.8,1.5,4.015402758745896,1.2835853735943887,4.25046532622485,5.714307014217476
21,Nordeste,10,891.78,6,4.0,9,10,0,14.96,1,1,1,1,1,8.4,9.6,10.0,8.76981095613601,8.867132583530816,10.0
38,Norte,73,973.75,6,14.22,10,3,4,22.49,2,1,1,0,4,3.9,4.7,3.7787264399910776,0.7816898539711619,3.762750636756427,5.367688051451719
30,Sul,53,1262.26,6,7.92,4,12,2,29.41,1,1,4,0,3,4.5,2.6,5.30203164635659,3.8812717107139307,5.6556096475518,7.293250421558254
45,Sul,78,58.07,5,43.23,4,10,0,31.97,3,0,11,1,2,2.0,8.4,9.226725841147932,7.835742006911638,8.778061888450747,9.615743593910606
43,Centro-Oeste,7,74.24,2,43.19,7,10,2,26.67,2,3,0,0,7,3.9,2.7,3.6146064192894234,1.2615100374217176,3.777560858593071,5.461396418519271
57,Sudeste,86,252.04,6,20.34,7,4,5,36.92,3,2,6,0,5,0.0,1.5,1.3865586155277723,2.363964500995285e-05,0.26557541625148684,3.4972758116187426
63,Sul,113,288.19,6,25.26,10,13,0,34.68,3,2,6,1,3,4.4,8.7,8.877826856635451,8.051123374864305,8.889405383797248,9.45365192570276
40,Centro-Oeste,47,526.26,4,61.64,11,14,4,71.94,3,1,1,0,4,3.2,3.2,3.330402219838872,0.6743164265452986,3.4841237041162207,4.666102576646642
34,Sul,11,269.15,4,78.77,2,10,2,49.66,2,1,10,1,2,0.2,8.8,7.360432605290605,6.651080541377931,8.41602794517287,9.596610882142928
66,Norte,54,1152.0,6,32.08,8,4,4,57.77,3,1,1,0,4,3.2,2.8,3.7080328362530466,0.7304747419348122,3.6467217078616008,5.006526448765913
45,Sul,25,131.18,3,13.45,8,11,2,24.86,2,2,4,0,4,3.2,1.6,4.5156179577654765,2.191578185449776,4.444660896647378,6.371923302174652
65,Sudeste,113,283.62,6,133.64,8,4,1,28.63,1,2,11,0,5,0.0,5.5,3.758912351854793,1.4964702807888766,3.5941974262989844,5.616187355089414
23,Centro-Oeste,6,698.12,6,4.94,8,14,4,23.75,2,0,0,0,3,5.0,3.8,4.439622963162496,2.304649736145059,5.000135609189766,5.9433337989729775
29,Nordeste,102,297.68,4,55.26,7,12,2,55.3,2,1,4,0,3,4.0,2.2,4.773428425945825,2.962020437029218,5.483975349333943,6.616400706241009
69,Sul,112,829.75,3,89.86,4,4,5,44.43,1,2,1,0,4,1.9,1.9,2.1424918123254177,2.363964500995285e-05,2.2070396444720513,4.6834871004124565
46,Centro-Oeste,104,151.8,5,17.69,6,3,0,51.33,2,3,0,0,5,6.9,6.4,5.297575070181649,2.7546417452481946,4.963999537274625,7.338999676844133
46,Sul,51,140.63,6,10.15,2,8,0,19.05,2,4,10,0,6,0.0,4.2,4.1276152962707275,1.580326333050245,3.2169891953589227,4.750287677596411
